Date,Month,Year,Season,Day_of_Week,Is_Weekend,Weather_Type,Location_City,Location_State,Country,Zone,Place_Name,Place_Type,Establishment_Year,Google_Rating,Significance,Airport_Within_50km,Weekly_Off,DSLR_Allowed,Review_Count_Lakhs,Visitors_Count,Ticket_Price,Revenue,Tourist_Type,Rating
2025-11-08,November,2025,Autumn,Saturday,Yes,Clear,Chitrakoot,Madhya Pradesh,India,Central,Chitrakoot Falls,Waterfall,Unknown,4.3,Nature,No,None,Yes,0.1,404,0,0,Domestic,4.3
2023-10-24,October,2023,Autumn,Tuesday,No,Pleasant,Dumboor,Tripura,India,North Eastern,Dumboor Lake,Lake,Unknown,4.5,Nature,No,None,Yes,0.01,153,0,0,Domestic,4.5
2023-05-23,May,2023,Summer,Tuesday,No,Hot,Bhuj,Gujarat,India,Western,White Desert,Site,1950,4.7,Nature,Yes,None,Yes,0.12,76,0,0,Domestic,4.7
2023-01-06,January,2023,Winter,Friday,No,Cold,Khajuraho,Madhya Pradesh,India,Central,Khajuraho Group of Monuments,Temples,-850,4.8,Cultural,No,None,Yes,0.09,152,42,6384,Domestic,4.8
2025-07-03,July,2025,Monsoon,Thursday,No,Humid,Ahmedabad,Gujarat,India,Western,Manek Chowk,Market,Unknown,4.4,Food,Yes,None,Yes,0.49,211,0,0,Domestic,4.4
2025-02-11,February,2025,Winter,Tuesday,No,Clear,Hajo,Assam,India,North Eastern,Hayagriva Madhava Temple,Temple,Unknown,4.7,Religious,No,None,Yes,0.9,865,0,0,Domestic,4.7
2025-02-23,February,2025,Winter,Sunday,Yes,Cold,Halebidu,Karnataka,India,Southern,Halebidu Hoysaleswara Temple,Temple,1121,4.9,Religious,No,None,No,0.11,427,14,5978,Domestic,4.9
2025-03-01,March,2025,Summer,Saturday,Yes,Warm,Srinagar,Jammu and Kashmir,India,Northern,Dal Lake,Lake,Unknown,4.5,Nature,Yes,None,Yes,0.15,194,0,0,Domestic,4.5
2024-11-10,November,2024,Autumn,Sunday,Yes,Pleasant,Gurugram,Haryana,India,Northern,Ambience Mall,Mall,Unknown,4.6,Shopping,Yes,None,Yes,1.2,1840,0,0,Domestic,4.6
2025-04-19,April,2025,Summer,Saturday,Yes,Warm,Kevadia,Gujarat,India,Western,Statue of Unity,Monument,2018,4.7,Historical,No,Monday,Yes,0.67,416,320,133120,Domestic,4.7
2024-11-03,November,2024,Autumn,Sunday,Yes,Clear,Hyderabad,Telangana,India,Southern,Lumbini Park,Park,1994,4.3,Recreational,Yes,None,Yes,0.73,1053,20,21060,Domestic,4.3
2023-03-15,March,2023,Summer,Wednesday,No,Hot,Srisailam,Andhra Pradesh,India,Southern,Mallikarjuna Swamy Temple,Temple,Unknown,4.8,Religious,No,None,No,0.49,392,0,0,Domestic,4.8
2024-04-10,April,2024,Summer,Wednesday,No,Hot,Bhimbetka,Madhya Pradesh,India,Central,Bhimbetka Rock Shelters,Prehistoric Site,1958,4.7,Archaeological,No,None,Yes,0.07,50,25,1250,Domestic,4.7
2025-06-27,June,2025,Monsoon,Friday,No,Cloudy,Kolkata,West Bengal,India,Eastern,Marble Palace,Palace,1835,4.2,Historical,Yes,None,Yes,0.1,115,0,0,Domestic,4.2
2023-04-25,April,2023,Summer,Tuesday,No,Warm,Shoja,Himachal Pradesh,India,Northern,Serolsar Lake,Lake,Unknown,4.3,Nature,No,None,Yes,0.9,735,0,0,Domestic,4.3
2025-04-23,April,2025,Summer,Wednesday,No,Partly Cloudy,Gangtok,Sikkim,India,Eastern,Tsomgo Lake,Lake,Unknown,4.4,Nature,Yes,None,Yes,0.15,542,0,0,Domestic,4.4
2025-02-22,February,2025,Winter,Saturday,Yes,Pleasant,Hyderabad,Telangana,India,Southern,Nehru Zoological Park,Zoo,1963,4.2,Wildlife,Yes,None,Yes,0.86,691,50,34550,International,4.2
2025-07-30,July,2025,Monsoon,Wednesday,No,Humid,Kolhapur,Maharastra,India,Western,Mahalakshmi Temple,Temple,700,4.9,Religious,Yes,None,No,0.9,274,0,0,International,4.9
2023-11-20,November,2023,Autumn,Monday,No,Clear,Bhimbetka,Madhya Pradesh,India,Central,Bhimbetka Rock Shelters,Prehistoric Site,1958,4.5,Archaeological,No,None,Yes,0.07,55,25,1375,Domestic,4.5
2024-05-27,May,2024,Summer,Monday,No,Humid,Digha,West Bengal,India,Eastern,Digha Beach,Beach,Unknown,4.5,Recreational,No,None,Yes,0.09,134,0,0,Domestic,4.5
2023-08-07,August,2023,Monsoon,Monday,No,Cloudy,Vijayawada,Andhra Pradesh,India,Southern,Kanaka Durga Temple,Temple,Unknown,4.7,Religious,Yes,None,No,0.44,147,0,0,Domestic,4.7
2023-02-14,February,2023,Winter,Tuesday,No,Cold,Manali,Himachal Pradesh,India,Northern,Solang Valley,Valley,Unknown,4.1,Adventure,No,None,Yes,0.05,257,0,0,Domestic,4.1
2025-10-14,October,2025,Autumn,Tuesday,No,Pleasant,Mumbai,Maharastra,India,Western,Elephanta Caves,Monument,1987,4.2,Historical,Yes,None,Yes,0.35,271,580,157180,Domestic,4.2
2024-05-28,May,2024,Summer,Tuesday,No,Partly Cloudy,Munnar,Kerala,India,Southern,Munnar Tea Gardens,Scenic Area,Unknown,4.4,Nature,No,None,Yes,0.3,241,0,0,International,4.4
2024-09-24,September,2024,Monsoon,Tuesday,No,Rainy,Mumbai,Maharastra,India,Western,Siddhivinayak Temple,Temple,1881,4.9,Religious,Yes,None,No,1.05,820,0,0,Domestic,4.9
2024-08-27,August,2024,Monsoon,Tuesday,No,Humid,Kolkata,West Bengal,India,Eastern,Kalighat Kali Temple,Temple,1809,4.3,Religious,Yes,None,Yes,0.5,392,0,0,Domestic,4.3
2025-01-19,January,2025,Winter,Sunday,Yes,Cool,Majuli,Assam,India,North Eastern,Majuli Island,River Island,Unknown,4.8,Cultural,No,None,Yes,0.01,147,0,0,Domestic,4.8
2024-08-27,August,2024,Monsoon,Tuesday,No,Rainy,Chidambaram,Tamil Nadu,India,Southern,Nataraja Temple,Temple,Unknown,4.5,Religious,Yes,None,No,0.28,185,0,0,Domestic,4.5
2025-03-24,March,2025,Summer,Monday,No,Warm,Chikmagalur,Karnataka,India,Southern,Mullayanagiri,Mountain Peak,Unknown,4.5,Nature,No,None,Yes,0.05,264,0,0,International,4.5
2023-09-11,September,2023,Monsoon,Monday,No,Humid,Ajanta,Maharashtra,India,Western,Ellora Caves,Cave,600,4.7,Historical,Yes,Tuesday,Yes,0.49,168,29,4872,Domestic,4.7
2023-08-10,August,2023,Monsoon,Thursday,No,Humid,Fatehpur Sikri,Uttar Pradesh,India,Central,Buland Darwaza,Monument,1571,4.4,Historical,Yes,None,Yes,0.07,56,40,2240,Domestic,4.4
2024-03-29,March,2024,Summer,Friday,No,Warm,Greater Noida,Uttar Pradesh,India,Central,Buddh International Circuit,Race Track,2011,4.5,Sports,Yes,Sunday,Yes,7.4,1870,1369,2560030,Domestic,4.5
2023-08-27,August,2023,Monsoon,Sunday,Yes,Foggy,Leh,Ladakh,India,Northern,Khardung La Pass,Hill,Unknown,4.3,Adventure,Yes,None,Yes,0.05,22,0,0,Domestic,4.3
2023-10-05,October,2023,Autumn,Thursday,No,Cool,Bijapur,Karnataka,India,Southern,Gol Gumbaz,Mausoleum,1656,4.6,Historical,No,None,Yes,0.25,333,20,6660,Domestic,4.6
2025-05-08,May,2025,Summer,Thursday,No,Sunny,Majuli,Assam,India,North Eastern,Majuli Island,River Island,Unknown,4.9,Cultural,No,None,Yes,0.01,186,0,0,Domestic,4.9
2025-09-29,September,2025,Monsoon,Monday,No,Cloudy,Kolkata,West Bengal,India,Eastern,Belur Math,Site,1898,4.6,Religious,Yes,None,Yes,0.47,248,0,0,Domestic,4.6
2024-03-20,March,2024,Summer,Wednesday,No,Hot,Sarnath,Uttar Pradesh,India,Central,Dhamek Stupa,Monument,-500,4.4,Historical,Yes,None,Yes,0.065,141,5,705,Domestic,4.4
2025-01-04,January,2025,Winter,Saturday,Yes,Cool,Jhansi,Uttar Pradesh,India,Central,Jhansi Fort,Fort,1613,4.5,Historical,Yes,None,Yes,0.25,310,14,4340,Domestic,4.5
2024-03-10,March,2024,Summer,Sunday,Yes,Hot,Kolkata,West Bengal,India,Eastern,Kalighat Kali Temple,Temple,1809,4.3,Religious,Yes,None,Yes,0.5,261,0,0,Domestic,4.3
2024-02-25,February,2024,Winter,Sunday,Yes,Pleasant,Goa,Goa,India,Southern,Aguada Beach,Beach,Unknown,4.6,Scenic,Yes,None,Yes,0.01,284,0,0,Domestic,4.6
2024-11-03,November,2024,Autumn,Sunday,Yes,Pleasant,Murudeshwar,Karnataka,India,Southern,Murudeshwar Temple,Temple,Unknown,4.9,Religious,Yes,None,No,0.49,592,0,0,Domestic,4.9
2024-05-28,May,2024,Summer,Tuesday,No,Hot,Ahmedabad,Gujarat,India,Western,Sabarmati Ashram,Historical,1915,4.4,Historical,Yes,None,Yes,0.35,155,0,0,Domestic,4.4
2025-01-03,January,2025,Winter,Friday,No,Cool,Delhi,Delhi,India,Northern,Red Fort,Fort,1648,4.3,Historical,Yes,None,Yes,1.5,1224,36,44064,International,4.3
2025-12-13,December,2025,Winter,Saturday,Yes,Clear,Siliguri,West Bengal,India,Eastern,Jaldapara National Park,Wildlife Sanctuary,1941,4.2,Wildlife,Yes,None,Yes,0.035,83,249,20667,Domestic,4.2
2024-03-29,March,2024,Summer,Friday,No,Sunny,Vizianagaram,Andhra Pradesh,India,Southern,Simhachalam Temple,Temple,198,4.8,Religious,Yes,None,No,0.59,241,0,0,Domestic,4.8
2024-09-09,September,2024,Monsoon,Monday,No,Rainy,Pelling,Sikkim,India,Eastern,Pemayangtse Monastery,Monastery,1705,4.6,Religious,No,None,No,0.015,66,21,1386,International,4.6
2025-05-23,May,2025,Summer,Friday,No,Warm,Kishtwar,Jammu and Kashmir,India,Northern,Kishtwar National Park,National Park,1981,4.1,Wildlife,No,None,Yes,0.01,72,100,7200,International,4.1
2023-10-31,October,2023,Autumn,Tuesday,No,Pleasant,New Delhi,Delhi,India,Northern,Jama Masjid,Mosque,1656,4.6,Historical,Yes,None,Yes,0.49,149,0,0,Domestic,4.6
2024-10-27,October,2024,Autumn,Sunday,Yes,Pleasant,Tawang,Arunachal Pradesh,India,North Eastern,Tawang Monastery,Monastery,1680,4.7,Religious,No,None,No,0.032,252,0,0,Domestic,4.7
2023-07-23,July,2023,Monsoon,Sunday,Yes,Humid,Hooghly,West Bengal,India,Eastern,Hangseswari Temple,Temple,1814,4.7,Architectural,Yes,None,No,0.07,42,0,0,Domestic,4.7
2025-05-30,May,2025,Summer,Friday,No,Warm,Kochi,Kerala,India,Southern,Wonderla Amusement Park,Amusement Park,2016,4.6,Entertainment,Yes,None,Yes,0.41,321,808,259368,Domestic,4.6
2023-07-14,July,2023,Monsoon,Friday,No,Cloudy,Mathura,Uttar Pradesh,India,Central,Nand Gaon,Village,Unknown,4.0,Cultural,Yes,None,Yes,0.01,65,0,0,Domestic,4.0
2025-08-29,August,2025,Monsoon,Friday,No,Rainy,Ahmedabad,Gujarat,India,Western,Science City,Science,2002,4.2,Educational,Yes,Monday,Yes,0.11,83,459,38097,International,4.2
2023-09-24,September,2023,Monsoon,Sunday,Yes,Humid,Fatehpur Sikri,Uttar Pradesh,India,Central,Buland Darwaza,Monument,1571,4.2,Historical,Yes,None,Yes,0.07,115,44,5060,Domestic,4.2
2024-10-01,October,2024,Autumn,Tuesday,No,Pleasant,Greater Noida,Uttar Pradesh,India,Central,The Grand Venice Mall,Mall,Unknown,4.1,Shopping,Yes,None,Yes,0.45,312,0,0,Domestic,4.1
2024-04-04,April,2024,Summer,Thursday,No,Warm,Chidambaram,Tamil Nadu,India,Southern,Nataraja Temple,Temple,Unknown,4.6,Religious,Yes,None,No,0.28,127,0,0,Domestic,4.6
2024-04-08,April,2024,Summer,Monday,No,Partly Cloudy,Pachmarhi,Madhya Pradesh,India,Central,Bee Falls,Waterfall,Unknown,4.7,Nature,No,None,Yes,0.065,204,16,3264,Domestic,4.7
2024-07-01,July,2024,Monsoon,Monday,No,Cloudy,Delhi,Delhi,India,Northern,National Zoological Park,Zoo,1959,4.3,Environmental,Yes,Friday,Yes,0.41,31,75,2325,Domestic,4.3
2023-01-13,January,2023,Winter,Friday,No,Snowy,Chopta,Uttarakhand,India,Northern,Tungnath Temple,Temple,751,4.8,Religious,No,None,No,0.09,113,0,0,Domestic,4.8
2023-03-04,March,2023,Summer,Saturday,Yes,Hot,Rann of Kutch,Gujarat,India,Western,Rann Utsav,Cultural,Unknown,4.8,Cultural,Yes,None,Yes,0.1,129,7073,912417,Domestic,4.8
2024-10-26,October,2024,Autumn,Saturday,Yes,Pleasant,Palampur,Himachal Pradesh,India,Northern,Tea Gardens,Tea Plantation,1950,4.4,Agricultural,Yes,None,Yes,0.015,255,0,0,International,4.4
2023-04-12,April,2023,Summer,Wednesday,No,Sunny,Udaipur,Rajasthan,India,Northern,City Palace,Palace,1559,4.4,Historical,Yes,None,Yes,0.51,267,286,76362,Domestic,4.4
2024-07-13,July,2024,Monsoon,Saturday,Yes,Rainy,Mathura,Uttar Pradesh,India,Central,Nand Gaon,Village,Unknown,3.9,Cultural,Yes,None,Yes,0.01,108,0,0,Domestic,3.9
2025-09-23,September,2025,Monsoon,Tuesday,No,Cloudy,Gurugram,Haryana,India,Northern,DLF CyberHub,Commercial Complex,Unknown,4.6,Entertainment,Yes,None,Yes,0.71,465,0,0,Domestic,4.6
2023-04-23,April,2023,Summer,Sunday,Yes,Hot,Noida,Uttar Pradesh,India,Central,DLF Mall of India,Mall,2016,4.7,Shopping,Yes,None,Yes,1.5,940,0,0,Domestic,4.7
2024-11-02,November,2024,Autumn,Saturday,Yes,Cool,Amarkantak,Madhya Pradesh,India,Central,Narmada Udgam Temple,Temple,1200,4.3,Religious,No,None,Yes,0.01,222,0,0,Domestic,4.3
2024-04-16,April,2024,Summer,Tuesday,No,Sunny,Guwahati,Assam,India,North Eastern,Kamakhya Temple,Temple,Unknown,4.7,Religious,Yes,None,No,0.21,317,0,0,Domestic,4.7
2025-03-24,March,2025,Summer,Monday,No,Warm,Hyderabad,Telangana,India,Southern,Salar Jung Museum,Museum,1951,4.5,Historical,Yes,None,Yes,0.67,213,20,4260,Domestic,4.5
2025-05-29,May,2025,Summer,Thursday,No,Sunny,Diu,Daman and Diu,India,Western,Diu Fort,Fort,1535,4.5,Historical,No,None,Yes,1.2,1129,0,0,Domestic,4.5
2023-02-12,February,2023,Winter,Sunday,Yes,Clear,Dras,Ladakh,India,Northern,Dras War Memorial,War Memorial,Unknown,4.9,Historical,No,None,Yes,0.012,118,0,0,Domestic,4.9
2023-06-30,June,2023,Monsoon,Friday,No,Rainy,Ayodhya,Uttar Pradesh,India,Central,Ram Janmabhoomi,Religious Site,Unknown,4.8,Religious,Yes,None,No,0.025,98,0,0,Domestic,4.8
2023-06-11,June,2023,Monsoon,Sunday,Yes,Rainy,Gangtok,Sikkim,India,Eastern,Rumtek Monastery,Monastery,Unknown,4.5,Religious,Yes,None,No,0.035,63,10,630,Domestic,4.5
2023-08-22,August,2023,Monsoon,Tuesday,No,Cloudy,Visakhapatnam,Andhra Pradesh,India,Southern,War Memorial,War Memorial,Unknown,4.7,Historical,Yes,None,Yes,0.059,51,0,0,Domestic,4.7
2023-10-30,October,2023,Autumn,Monday,No,Clear,Chopta,Uttarakhand,India,Northern,Tungnath Temple,Temple,751,4.7,Religious,No,None,No,0.09,108,0,0,Domestic,4.7
2023-11-10,November,2023,Autumn,Friday,No,Warm,Bhubaneswar,Odisha,India,Eastern,Nandankanan Zoological Park,Zoo,1960,4.5,Wildlife,Yes,Monday,Yes,0.81,318,47,14946,Domestic,4.5
2025-07-08,July,2025,Monsoon,Tuesday,No,Humid,Ranchi,Jharkhand,India,Eastern,Pahari Mandir,Temple,Unknown,4.6,Religious,Yes,None,Yes,0.13,219,0,0,Domestic,4.6
2023-11-06,November,2023,Autumn,Monday,No,Cool,Bir Billing,Himachal Pradesh,India,Northern,Paragliding Site,Adventure Sport,2005,4.9,Adventure,No,None,Yes,0.01,163,2284,372292,Domestic,4.9
2023-04-26,April,2023,Summer,Wednesday,No,Sunny,Gurugram,Haryana,India,Northern,Ambience Mall,Mall,Unknown,4.6,Shopping,Yes,None,Yes,1.2,940,0,0,International,4.6
2023-04-27,April,2023,Summer,Thursday,No,Hot,Mumbai,Maharastra,India,Western,Sanjay Gandhi National Park,National Park,1996,4.5,Wildlife,Yes,Monday,Yes,0.6,666,53,35298,Domestic,4.5
2025-11-04,November,2025,Autumn,Tuesday,No,Clear,Kolkata,West Bengal,India,Eastern,Kalighat Kali Temple,Temple,1809,4.6,Religious,Yes,None,Yes,0.5,750,0,0,Domestic,4.6
2025-07-10,July,2025,Monsoon,Thursday,No,Humid,Mumbai,Maharastra,India,Western,Mahalaxmi Temple,Temple,1831,4.7,Religious,Yes,None,No,0.33,221,0,0,Domestic,4.7
2023-11-05,November,2023,Autumn,Sunday,Yes,Pleasant,Puttaparthi,Andhra Pradesh,India,Southern,Prasanthi Nilayam,Spiritual Center,1950,4.8,Religious,Yes,None,Yes,0.12,487,0,0,Domestic,4.8
2025-10-30,October,2025,Autumn,Thursday,No,Pleasant,Kolkata,West Bengal,India,Eastern,Howrah Bridge,Bridge,1943,4.6,Architectural,Yes,None,No,1.2,903,0,0,Domestic,4.6
2025-12-09,December,2025,Winter,Tuesday,No,Clear,Puri,Odisha,India,Eastern,Jagannath Temple,Temple,Unknown,4.6,Religious,Yes,None,No,1.0,2756,0,0,International,4.6
2025-03-04,March,2025,Summer,Tuesday,No,Sunny,Bandhavgarh,Madhya Pradesh,India,Central,Bandhavgarh National Park,National Park,1968,4.6,Wildlife,No,None,Yes,0.05,162,53,8586,Domestic,4.6
2023-05-15,May,2023,Summer,Monday,No,Sunny,Dehradun,Uttarakhand,India,Northern,Robber's Cave,Cave,Unknown,4.4,Nature,Yes,None,Yes,0.01,117,23,2691,Domestic,4.4
2023-11-04,November,2023,Autumn,Saturday,Yes,Clear,Bhubaneswar,Odisha,India,Eastern,Nandankanan Zoological Park,Zoo,1960,4.5,Wildlife,Yes,Monday,Yes,0.81,1052,52,54704,Domestic,4.5
2023-09-22,September,2023,Monsoon,Friday,No,Humid,Anantnag,Jammu and Kashmir,India,Northern,Amarnath Cave,Temple,Unknown,4.4,Religious,No,None,Yes,0.11,241,0,0,Domestic,4.4
2024-11-03,November,2024,Autumn,Sunday,Yes,Cool,Aligarh,Uttar Pradesh,India,Central,Aligarh Fort,Fort,1524,4.0,Historical,Yes,None,Yes,0.0165,230,18,4140,Domestic,4.0
2024-09-24,September,2024,Monsoon,Tuesday,No,Rainy,Ayodhya,Uttar Pradesh,India,Central,Ram Janmabhoomi,Religious Site,Unknown,4.9,Religious,Yes,None,No,0.025,47,0,0,Domestic,4.9
2024-04-08,April,2024,Summer,Monday,No,Hot,Kochi,Kerala,India,Southern,Fort Kochi,Site,1503,4.5,Historical,Yes,None,Yes,0.1,141,0,0,International,4.5
2025-11-05,November,2025,Autumn,Wednesday,No,Warm,Kolkata,West Bengal,India,Eastern,Marble Palace,Palace,1835,4.2,Historical,Yes,None,Yes,0.1,409,0,0,Domestic,4.2
2023-09-26,September,2023,Monsoon,Tuesday,No,Rainy,Mussoorie,Uttarakhand,India,Northern,Kempty Falls,Waterfall,Unknown,4.3,Nature,Yes,None,Yes,0.55,263,14,3682,Domestic,4.3
2025-06-15,June,2025,Monsoon,Sunday,Yes,Humid,Ajmer,Rajasthan,India,Northern,Ajmer Sharif Dargah,Shrine,1236,4.8,Religious,Yes,None,No,0.35,206,0,0,Domestic,4.8
2024-08-06,August,2024,Monsoon,Tuesday,No,Humid,Greater Noida,Uttar Pradesh,India,Central,Buddh International Circuit,Race Track,2011,4.5,Sports,Yes,Sunday,Yes,7.4,1719,1575,2707425,International,4.5
2024-02-02,February,2024,Winter,Friday,No,Cold,Coimbatore,Tamil Nadu,India,Southern,Marudamalai Temple,Temple,Unknown,4.9,Religious,Yes,None,No,0.3,348,0,0,Domestic,4.9
2024-07-31,July,2024,Monsoon,Wednesday,No,Humid,Madurai,Tamil Nadu,India,Southern,Meenakshi Amman Temple,Temple,Unknown,4.9,Religious,Yes,None,No,0.65,351,0,0,Domestic,4.9
2023-10-11,October,2023,Autumn,Wednesday,No,Clear,Thekkady,Kerala,India,Southern,Periyar National Park,National Park,1982,4.3,Wildlife,No,None,Yes,0.14,249,46,11454,Domestic,4.3
2025-11-22,November,2025,Autumn,Saturday,Yes,Pleasant,Goa,Goa,India,Southern,Calangute Beach,Beach,Unknown,4.3,Scenic,Yes,None,Yes,0.26,317,0,0,Domestic,4.3
2023-10-29,October,2023,Autumn,Sunday,Yes,Pleasant,Visakhapatnam,Andhra Pradesh,India,Southern,Indira Gandhi Zoological Park,Zoo,1977,4.3,Wildlife,Yes,Monday,Yes,0.25,185,22,4070,Domestic,4.3
2025-04-29,April,2025,Summer,Tuesday,No,Warm,Delhi,Delhi,India,Northern,National Zoological Park,Zoo,1959,4.3,Environmental,Yes,Friday,Yes,0.41,123,78,9594,Domestic,4.3
2024-04-04,April,2024,Summer,Thursday,No,Hot,Noida,Uttar Pradesh,India,Central,Okhla Bird Sanctuary,Bird Sanctuary,1990,4.4,Wildlife,Yes,None,Yes,0.035,42,29,1218,Domestic,4.4
2023-10-09,October,2023,Autumn,Monday,No,Clear,Gandhinagar,Gujarat,India,Western,Dandi Kutir,Museum,2013,4.5,Historical,No,None,Yes,0.05,46,0,0,Domestic,4.5
2025-08-18,August,2025,Monsoon,Monday,No,Humid,Somnath,Gujarat,India,Western,Somnath Temple,Temple,1951,4.6,Religious,No,None,No,0.39,227,0,0,International,4.6
2024-03-17,March,2024,Summer,Sunday,Yes,Partly Cloudy,Lonavala,Maharastra,India,Western,Karla Caves,Cave,200,4.2,Historical,Yes,Yes,Yes,0.27,679,27,18333,Domestic,4.2
2024-05-01,May,2024,Summer,Wednesday,No,Hot,Bhimbetka,Madhya Pradesh,India,Central,Bhimbetka Rock Shelters,Prehistoric Site,1958,4.7,Archaeological,No,None,Yes,0.07,110,23,2530,Domestic,4.7
2023-05-09,May,2023,Summer,Tuesday,No,Warm,Kendujhar,Odisha,India,Eastern,Sanaghagara Waterfall,Waterfall,Unknown,4.2,Nature,No,None,Yes,0.055,60,0,0,Domestic,4.2
2024-05-10,May,2024,Summer,Friday,No,Hot,Visakhapatnam,Andhra Pradesh,India,Southern,Matsyadarshini Aquarium,Aquarium,Unknown,3.7,Recreational,Yes,None,Yes,0.03,60,19,1140,Domestic,3.7
2024-01-19,January,2024,Winter,Friday,No,Cold,Mathura,Uttar Pradesh,India,Central,Barsana Mandir,Temple,Unknown,4.6,Religious,Yes,None,Yes,0.1,183,0,0,Domestic,4.6
2025-11-05,November,2025,Autumn,Wednesday,No,Cool,Ravangla,Sikkim,India,Eastern,Buddha Park,Park,213,4.6,Cultural,Yes,None,Yes,0.1,389,51,19839,Domestic,4.6
2025-02-03,February,2025,Winter,Monday,No,Cold,Jammu,Jammu and Kashmir,India,Northern,Vaishno Devi,Temple,Unknown,4.8,Religious,Yes,None,No,0.55,596,0,0,International,4.8
2024-05-08,May,2024,Summer,Wednesday,No,Partly Cloudy,Ranikhet,Uttarakhand,India,Northern,Chaubatia Gardens,Orchard,1868,3.9,Recreational,No,None,Yes,0.025,318,51,16218,Domestic,3.9
2024-12-22,December,2024,Winter,Sunday,Yes,Cold,Mumbai,Maharastra,India,Western,Haji Ali Dargah,Religious Shrine,1431,4.5,Religious,Yes,None,No,0.16,324,0,0,Domestic,4.5
2023-10-04,October,2023,Autumn,Wednesday,No,Cool,Amritsar,Punjab,India,Northern,Jallianwala Bagh,Memorial,1951,4.8,Historical,Yes,None,Yes,0.3,134,0,0,Domestic,4.8
2024-02-17,February,2024,Winter,Saturday,Yes,Snowy,Shimla,Himachal Pradesh,India,Northern,The Ridge,Scenic Point,Unknown,4.6,Recreational,Yes,None,Yes,0.03,116,0,0,Domestic,4.6
2025-08-27,August,2025,Monsoon,Wednesday,No,Rainy,Kargil,Ladakh,India,Northern,Kargil War Memorial,War Memorial,24,4.7,Historical,No,None,Yes,0.011,49,0,0,Domestic,4.7
2023-04-08,April,2023,Summer,Saturday,Yes,Warm,Varanasi,Uttar Pradesh,India,Central,Kashi Vishwanath Temple,Temple,Unknown,4.6,Religious,Yes,None,No,0.9,626,0,0,Domestic,4.6
2025-06-19,June,2025,Monsoon,Thursday,No,Rainy,Diskit,Ladakh,India,Northern,Diskit Monastery,Monastery,1351,4.7,Religious,No,None,No,0.015,64,19,1216,Domestic,4.7
2024-06-30,June,2024,Monsoon,Sunday,Yes,Cloudy,Gangtok,Sikkim,India,Eastern,Nathula Pass,Hill,Unknown,4.2,Historical,Yes,None,Yes,0.15,181,18,3258,Domestic,4.2
2024-10-19,October,2024,Autumn,Saturday,Yes,Pleasant,Shimla,Himachal Pradesh,India,Northern,The Ridge,Scenic Point,Unknown,4.7,Recreational,Yes,None,Yes,0.03,151,0,0,Domestic,4.7
2024-12-20,December,2024,Winter,Friday,No,Cool,Rourkela,Odisha,India,Eastern,Khandadhar Waterfall,Waterfall,Unknown,4.7,Nature,No,None,Yes,1.2,1808,0,0,Domestic,4.7
2025-06-09,June,2025,Monsoon,Monday,No,Humid,Kochi,Kerala,India,Southern,LuLu International Shopping Mall,Mall,2013,4.8,Shopping,Yes,None,Yes,1.9,577,0,0,Domestic,4.8
2025-04-11,April,2025,Summer,Friday,No,Sunny,Hyderabad,Telangana,India,Southern,Birla Mandir,Temple,1976,4.8,Religious,Yes,None,No,0.41,251,0,0,Domestic,4.8
2023-10-20,October,2023,Autumn,Friday,No,Clear,Delhi,Delhi,India,Northern,National Science Centre,Science,1992,4.2,Scientific,Yes,None,Yes,0.23,469,72,33768,International,4.2
2025-01-11,January,2025,Winter,Saturday,Yes,Cool,Allahabad,Uttar Pradesh,India,Central,Triveni Sangam,Confluence,Unknown,4.6,Religious,Yes,None,Yes,0.09,302,0,0,Domestic,4.6
2025-01-31,January,2025,Winter,Friday,No,Pleasant,Sarnath,Uttar Pradesh,India,Central,Dhamek Stupa,Monument,-500,4.5,Historical,Yes,None,Yes,0.065,180,5,900,International,4.5
2024-07-24,July,2024,Monsoon,Wednesday,No,Rainy,Mandi,Himachal Pradesh,India,Northern,Prashar Lake,Lake,1400,4.5,Nature,No,None,Yes,0.01,47,0,0,International,4.5
2025-03-03,March,2025,Summer,Monday,No,Warm,Gangtok,Sikkim,India,Eastern,Nathula Pass,Hill,Unknown,4.2,Historical,Yes,None,Yes,0.15,565,18,10170,Domestic,4.2
2024-08-07,August,2024,Monsoon,Wednesday,No,Rainy,Lucknow,Uttar Pradesh,India,Central,Phoenix Palassio,Mall,2020,4.7,Shopping,Yes,None,Yes,0.35,243,0,0,Domestic,4.7
2023-12-20,December,2023,Winter,Wednesday,No,Cool,Berhampur,Odisha,India,Eastern,Tara Tarini Temple,Temple,Unknown,4.8,Religious,Yes,None,No,0.01,232,0,0,Domestic,4.8
2024-12-12,December,2024,Winter,Thursday,No,Cold,Manikaran,Himachal Pradesh,India,Northern,Manikaran Sahib,Gurudwara,1980,4.8,Religious,No,None,Yes,1.3,864,0,0,Domestic,4.8
2023-12-23,December,2023,Winter,Saturday,Yes,Cool,Udaipur,Rajasthan,India,Northern,City Palace,Palace,1559,4.3,Historical,Yes,None,Yes,0.51,1206,283,341298,Domestic,4.3
2023-02-23,February,2023,Winter,Thursday,No,Clear,Kurnool,Andhra Pradesh,India,Southern,Belum Caves,Cave,Unknown,4.6,Natural Wonder,Yes,None,Yes,0.11,290,66,19140,Domestic,4.6
